dataset,keras_parallel_3_Dilated_Conv_pooling,keras_parallel_3_Dilated_Conv,keras_3_Dilated_Conv,sklearn_MLPClassifier,sklearn_Perceptron,sklearn_SGDClassifier,sklearn_BernoulliNB,sklearn_PassiveAggressiveClassifier,MOA_MajorityClass,MOA_RandomHoeffdingTree,MOA_NaiveBayes,MOA_SPegasos,MOA_OzaBagAdwin,MOA_OzaBoost,MOA_OzaBag,MOA_OCBoost,MOA_SingleClassifierDrift,MOA_WeightedMajorityAlgorithm,MOA_OzaBoostAdwin,MOA_Perceptron,MOA_HoeffdingAdaptiveTree,MOA_HoeffdingOptionTree,MOA_LeveragingBag,MOA_DecisionStump,MOA_OzaBagASHT,MOA_SGD,MOA_AdaHoeffdingOptionTree,MOA_ASHoeffdingTree,MOA_ActiveClassifier,MOA_HoeffdingTree
covtype,,16575.79494714737,10811.553756952286,62.81759881973266,42.190313816070564,41.844383955001824,22.807443141937256,39.54824542999268,0.049124647,1.270044637,0.5793992080000001,0.14680869900000001,70.52495063500002,52.118178087,33.184770799,69.00078645,2.947810702,21.88784181,1167.449527415,0.07551126799999999,13.765625763,21.15344785,124.630665489,0.8406117409999999,53.132779256999996,0.234516571,21.14819708,4.1767203639999995,0.6179172340000002,4.144956726
electricity,,79.30363416671753,483.4421663284302,2.441890954971313,0.700878381729126,0.6723208427429199,1.1688361167907717,0.6382315158843994,0.003226321,0.037945472,0.009001714000000001,0.005292326,1.0783846220000002,0.81811497,0.563207151,1.222124923,0.066880224,0.272350843,8.418346707000001,0.004911693,0.265094657,0.366316882,2.749740489,0.010107625,0.791204875,0.0063462480000000005,0.35835897200000005,0.073392919,0.052113078,0.072917226
higgs200k,,1328.4514412879946,2841.757933616638,13.27491021156311,4.1428093910217285,3.893385410308838,6.154428720474242,3.7162487506866455,0.017968002,0.267059663,0.107350004,0.040811951,12.973954972000001,12.761895262000001,9.355863215,16.413466592,0.6587843499999999,4.349911347,194.96324290400003,0.024407103,4.661421589000001,5.727197199999999,37.973656542,0.126220189,11.165646802000001,0.053738980999999984,5.766503651,1.070976491,0.100989154,1.093927509
kddcup99norm,,10363.72911143303,7988.053458213806,49.03782057762146,82.1456024646759,79.39139199256897,20.7198977470398,73.22243547439575,0.04836848200000001,0.712276525,0.404216553,0.10089628700000003,52.288690364,40.89013805,25.407792327000003,149.49505599100002,1.681452523,25.033978603,54.087848483,0.0667201,9.050248485,18.750226573000003,39.44714664600001,0.7576222910000001,43.294462953,0.164095397,18.871275089,3.264356836,0.36278783200000003,3.254182372
ozone,,4.570737600326538,53.33950853347778,0.1589224338531494,0.042478322982788086,0.04023051261901856,0.07117748260498047,0.038837194442749016,0.000256715,0.005010227000000001,0.003710539,0.0008535260000000001,0.291235423,0.25138673699999997,0.23935989800000002,0.35934411,0.022020439,0.109889001,1.362561062,0.0003703059999999999,0.040500070000000006,0.036833563,1.043840546,0.0035391040000000004,0.27553790100000003,0.0013294239999999998,0.041564897,0.029280992000000002,0.009305616,0.029317802
pendigits,,17.69114899635315,127.33752751350404,0.6578481197357178,0.8331592082977295,0.8186111450195312,0.2924385070800781,0.757420539855957,0.0008060529999999999,0.028241189,0.00451495,0.001876255,1.812863338,1.3630988590000002,0.793181985,2.069865208,0.098273488,0.44270452,1.715878536,0.001234613,0.254271442,0.181933271,2.7933301939999997,0.008073755,1.370229625,0.002038944,0.19563434700000004,0.104738246,0.021065471000000002,0.107081725
pokerhand,,8623.722517251968,8819.521819591522,78.42736220359801,72.64412593841553,70.9442298412323,29.30075097084045,68.22845554351807,0.060408465000000015,0.8651488970000001,0.215870971,0.09466081,26.681604527000005,28.258561080000003,16.076711555000006,42.109604280000006,3.500138101,10.071701432000005,676.841323098,0.08784433900000001,4.83167705,8.261207845000001,48.94081829299999,0.31708607899999997,26.538488863,0.12468364,8.431646357,2.084944735,0.4057751320000001,2.026594796
spambase,,7.864796876907349,86.94598865509033,0.30706357955932617,0.08488178253173828,0.07992792129516603,0.14869332313537598,0.0749521255493164,0.000422835,0.006317725000000001,0.004174496,0.001186084,0.440705368,0.307481848,0.366196126,0.383537074,0.015768616000000003,0.19237184300000001,0.438099781,0.0006042319999999999,0.05689835099999999,0.06555000799999999,0.5196454629999999,0.0060827680000000005,0.455274692,0.0013968879999999998,0.09413533200000003,0.038282668,0.00377085,0.036973636000000004
susy100k,,293.78162360191345,1253.1729247570038,6.829510688781737,2.095663070678711,1.9875364303588867,3.172513723373413,1.893346071243286,0.007641535999999998,0.106605646,0.036160483,0.014294051,4.243448428,4.187391205,3.2823340040000004,5.835194985,0.214511251,1.3126625909999998,42.806732436,0.012343035,1.054885838,1.678443643,11.534294698,0.042264372,3.823743398,0.023286802000000002,1.7397639230000002,0.36440658200000003,0.032905619000000004,0.342630104
mean,8.69601235264226,783.9914598117272,825.1433607141176,5.02211020886898,4.61466841896375,4.497030476729075,1.9605802446603775,4.212989459435145,0.004446460625000001,0.11807134854166668,0.06213285610416668,0.01118609285416667,15.543815828854166,14.086611214500003,8.180725397541663,19.428443352104164,0.9065479106250001,4.816415808979167,57.676003736791664,0.0062856503958333325,2.140167179958333,2.021885565229167,24.471937883645833,0.07768783933333333,12.591882251312498,0.014608322208333335,2.013172879833333,1.054770392125,0.08901285975000002,1.0422596969791666
