dataset,keras_parallel_3_Dilated_Conv_pooling,sklearn_MLPClassifier,sklearn_Perceptron,sklearn_SGDClassifier,sklearn_BernoulliNB,sklearn_PassiveAggressiveClassifier,MOA_MajorityClass,MOA_RandomHoeffdingTree,MOA_NaiveBayes,MOA_SPegasos,MOA_OzaBagAdwin,MOA_OzaBoost,MOA_OzaBag,MOA_OCBoost,MOA_SingleClassifierDrift,MOA_WeightedMajorityAlgorithm,MOA_OzaBoostAdwin,MOA_Perceptron,MOA_HoeffdingAdaptiveTree,MOA_HoeffdingOptionTree,MOA_LeveragingBag,MOA_DecisionStump,MOA_OzaBagASHT,MOA_SGD,MOA_AdaHoeffdingOptionTree,MOA_ASHoeffdingTree,MOA_ActiveClassifier,MOA_HoeffdingTree
FordB,0.7845186331632712,0.3384872686832893,-0.038094172612796184,0.02059427109753941,0.022637973258934137,-0.037670638641391516,0.005379973636771518,0.0030612918434273864,0.046012521824698366,0.02134454388718853,0.02493753800682518,0.02018723129017117,0.020039512548780374,0.055422911663698345,0.046012521824698366,0.05902898653709258,0.008319175968182024,0.005379973636771518,0.07241743460151162,0.06706233686229768,0.03228578729535001,0.01878290847327796,0.027269892375727574,0.005379973636771518,0.06706233686229768,0.06706233686229768,-0.006353091731019903,0.06706233686229768
HandOutlines,0.6662017617274171,0.6337339989838722,0.5075257794480672,0.4750633352866839,0.6443794646158031,0.5103718277066455,0.0,0.4915169707803546,0.5325665285642169,-0.005044999249021951,-0.002639755944841669,-0.022431626693385817,-0.002639755944841669,0.5525234352465269,0.5325665285642169,-0.1849031534903927,-0.08428733419035082,0.0,-0.01609453416485759,0.5325665285642169,0.5298585396740428,0.3310175178814498,-0.002639755944841669,0.0,-0.01659378741604855,0.5325665285642169,0.5461890625298811,0.5325665285642169
InsectWingbeatSound,0.6254361905665398,0.5764486411579776,0.4543612554297043,0.4645469322936744,0.5515229889196055,0.4378559525529309,0.0,0.5114924525689343,0.5872294732805459,0.0,0.5888405012671274,0.5876986967696309,0.5888405012671274,1.1178585980091626e-05,0.5872294732805459,0.5867329541986896,0.5876986967696309,0.0,0.5881146753137652,0.5871590443708382,0.5894508762431308,0.08100023956319304,0.5888405012671274,0.0,0.5871590443708382,0.5871590443708382,0.5244692325162232,0.5871590443708382
ItalyPowerDemand,0.9224945510959373,0.8979804380850013,0.8349405807566478,0.8360828800925248,0.5325563702516439,0.8743623035650744,0.0,0.4875588996014009,0.7778775069387842,0.0,0.9199845975545596,0.9165600701454668,0.9199845975545596,0.0,0.7778775069387842,0.91604929358395,0.9178633326387778,0.0,0.9290999443657608,0.915639558263828,0.9318736957798988,0.1779927313062042,0.920842597061872,0.0,0.915639558263828,0.915639558263828,0.7984666781256373,0.915639558263828
Mallat,0.9646535939366044,0.910838919273032,0.8091832292808417,0.7867335930507501,0.8731869170314636,0.8488665255352402,0.0,0.9614806171455252,0.9311905863072432,0.0,0.19431360874149345,0.20569365827520286,0.19431360874149345,-4.5881133225136975e-06,0.9311905863072432,0.15704284247472364,0.21649133451269645,0.0,0.2209601604248498,0.9311905863072432,0.20476592726584786,0.10779337204788736,0.19431360874149345,0.0,0.2180740218168333,0.9311905863072432,0.9017864904286191,0.9311905863072432
MedicalImages,0.551275166187302,0.19146051111243464,0.20401318670032104,0.1993512116146196,0.21985975922522072,0.22518706348091316,0.02049587826351742,0.02049587826351742,0.3067195759645964,0.0,0.02049587826351742,0.02049587826351742,0.02049587826351742,0.0,0.3067195759645964,0.021374390770219142,0.02049587826351742,0.0,0.021845846654892358,0.02049587826351742,0.02049587826351742,0.02049587826351742,0.02049587826351742,0.0,0.02049587826351742,0.02049587826351742,0.18247529644020305,0.02049587826351742
MiddlePhalanxOutlineCorrect,0.43091773782887705,0.033549428248913216,0.034781507321561815,0.028430054219688694,0.11696009981466635,0.009505643633419792,0.007732642430744086,0.05803533886015778,0.24024333049063915,0.007732642430744086,0.13895891074600014,0.30069300977907165,0.13895891074600014,0.3452334446595359,0.24024333049063915,0.1677797929736429,0.30069300977907165,0.0,0.12725414081338815,0.0992774965418052,0.17524045560168305,0.007732642430744086,0.13895891074600014,0.0,0.0992774965418052,0.0992774965418052,0.122812671794492,0.0992774965418052
MoteStrain,0.8650109688794403,0.7810197531655565,0.7242535714000359,0.6981797904409117,0.6291053163898478,0.7196771896804005,0.0,0.7533116934416972,0.7553383202396318,0.0,0.7414917749043066,0.7116130678628793,0.7414917749043066,0.0,0.7553383202396318,0.7553383202396318,0.7167133078732588,0.0,0.7564350697196309,0.7539813588455352,0.7565830532323082,0.2333072196464717,0.7414917749043066,0.0,0.7539813588455352,0.7539813588455352,0.6997385564641857,0.7539813588455352
NonInvasiveFetalECGThorax1,0.8638890346802164,0.3990906040218432,0.19148600485230852,0.2149995685755411,0.5648152002905437,0.269258652897436,0.0,0.6877710986099441,0.6496299002812139,0.0,0.19916151236362625,0.2327654053560372,0.19916151236362625,0.0003067227985890259,0.6496299002812139,0.23189817557702866,0.21502286238372068,0.0,0.2295689454579889,0.6496299002812139,0.1908893451163396,0.013479369464364715,0.19916151236362625,0.0,0.2403174639953764,0.6496299002812139,0.6127229637709336,0.6496299002812139
NonInvasiveFetalECGThorax2,0.8588565929583732,0.4623650950254448,0.2495831323409996,0.2924692792632703,0.6480344345138422,0.33257309536661844,0.0,0.7651043837901357,0.6805322018166001,0.0,0.13328144750858112,0.16064581935839106,0.13328144750858112,0.0002721151514539336,0.6805322018166001,0.17624822124082118,0.16073664119205722,0.0,0.17844215365283253,0.6805284699731677,0.13098354501191695,0.017694458502029553,0.13328144750858112,0.0,0.1828897560669952,0.6805284699731677,0.5958459733322957,0.6805284699731677
PhalangesOutlinesCorrect,0.4328132769130323,0.05998964300149581,0.08984486056790922,0.07233557048869954,0.08653097817369683,0.041085857851571914,0.030100649764232313,0.14448626036295004,0.13350831472450714,0.02795949184398141,0.1359175244706408,0.20468927725841807,0.1359175244706408,0.1038048912846269,0.13350831472450714,0.13120144927573246,0.27729017879742623,0.0,0.14771798952517687,0.13300001443931225,0.24526077036572716,0.11181921643778374,0.1359175244706408,0.0,0.13300001443931225,0.13300001443931225,0.18419541509528886,0.13300001443931225
Phoneme,0.20838853411412148,0.029465599799984237,0.008568689969938979,0.015453162712609969,0.034154618380652514,0.022448456732284457,0.0,0.013174959160478866,0.0026797475512622747,0.0,0.0,0.0,0.0,0.0,0.0026797475512622747,0.0001682348301775501,0.0,0.0,0.0,0.0,0.0,0.0020065824906089678,0.0,0.0,0.0,0.0,0.001206548105097261,0.0
ProximalPhalanxOutlineCorrect,0.4808399723969911,0.08387837654972972,0.17429058349381332,0.2165043105907809,0.2742252522647031,0.11112923388075742,0.03084202793243308,0.323768795184717,0.2261498194315387,0.015240888508244085,0.06924753163501261,0.477915590603186,0.06924753163501261,0.08279697642339509,0.2261498194315387,0.0314442764558624,0.340943855760481,0.0,0.03084202793243308,0.03084202793243308,0.2833197530259565,0.03084202793243308,0.06924753163501261,0.0,0.03084202793243308,0.03084202793243308,0.19815846582895447,0.03084202793243308
ShapesAll,0.5675824455092644,0.371779833962496,0.10288386872233778,0.11998911384251565,0.458289259244727,0.13644911264353274,0.0,0.5288242340777666,0.5659532353174287,0.0,0.4858256281296206,0.4937627520149349,0.5179299631333588,-0.0001739278312436923,0.5659532353174287,0.5519295082922058,0.4559197206476464,0.0,0.5462440951299282,0.5653626831282368,0.4990890927730467,0.0023153604924021983,0.5179299631333588,0.0,0.5554793336845071,0.5653626831282368,0.04527357555763718,0.5653626831282368
SonyAIBORobotSurface2,0.921286046782558,0.7827498108858705,0.7466315719358546,0.7250942088042645,0.6401016198226394,0.7160979835970646,0.0,0.5762655596421968,0.5863940649567553,0.0,0.5763048857618579,0.8079370032646125,0.5763048857618579,0.0,0.5863940649567553,0.5863940649567553,0.7999495211419131,0.0,0.5852335990060933,0.5852335990060933,0.5869024120233336,0.0,0.5763048857618579,0.0,0.5852335990060933,0.5852335990060933,0.5630536919413444,0.5852335990060933
Strawberry,0.8413802385109147,0.24157092410597056,0.15470813511075895,0.16827001428784194,0.5729437808757469,0.12611802335799888,0.0,0.6486786175755247,0.6011040761213766,0.0,0.6009610753842828,0.641295714257036,0.6009610753842828,0.004531574984712501,0.6011040761213766,0.6127182193967424,0.6507901590808749,0.0,0.5944537145924049,0.5989809509161882,0.6091756853553495,0.0,0.6009610753842828,0.0,0.5989809509161882,0.5989809509161882,0.6377971350085303,0.5989809509161882
SwedishLeaf,0.82591242807469,0.3922453682021657,0.24863269557186704,0.2413837695085471,0.5461500368542508,0.246629540761874,0.0,0.7342562627690377,0.7988149699194509,0.0,0.7864875461860417,0.7768481414319599,0.7864875461860417,-0.00045189937378092013,0.7988149699194509,0.7988149699194509,0.7768481414319599,0.0,0.8010796688751851,0.7984035869326999,0.7937241208876166,0.004904370798059549,0.7864875461860417,0.0,0.7984035869326999,0.7984035869326999,0.4346132743601028,0.7984035869326999
Symbols,0.9512769120174844,0.8307108361104601,0.7219162236171965,0.7092227501520597,0.7455651291418268,0.7441086697330676,0.0,0.9053428027444754,0.8898867027242431,0.0,0.8785942515170986,0.8873860535469373,0.8785942515170986,0.0012003413644807706,0.8898867027242431,0.8906671514942149,0.8902886103466002,0.0,0.8870897907312365,0.8888735262744214,0.8870842915741798,0.004393254966464495,0.8785942515170986,0.0,0.8888735262744214,0.8888735262744214,0.7612758710886217,0.8888735262744214
TwoLeadECG,0.9802985769949492,0.6429160625445096,0.4642038939647738,0.5594337143296843,0.4010991178044281,0.6888693569599438,0.0,0.418159740963492,0.5450438537575446,0.0,0.535690601570513,0.8889282173876721,0.535690601570513,0.0,0.5450438537575446,0.5450438537575446,0.8579282496259016,0.0,0.5435205171834514,0.5440610954057472,0.5367806238382171,0.14872782521369932,0.535690601570513,0.0,0.5440610954057472,0.5440610954057472,0.4164371569923626,0.5440610954057472
TwoPatterns,0.9999469768024906,0.8317675439275708,0.5418852513489886,0.6145087839172595,0.2555283935996885,0.577277573170397,0.0,0.19000905144982674,0.289709201951447,0.0,0.2818698064572259,0.27938363731744564,0.2818698064572259,0.0041942559048580505,0.289709201951447,0.2897092213683889,0.3044290621964212,0.0,0.28102414975448115,0.28970872311775914,0.38014583651246,0.12011741578726615,0.2818698064572259,0.0,0.28970872311775914,0.28970872311775914,0.24509411912204254,0.28970872311775914
UWaveGestureLibraryX,0.7863490053353274,0.6439432710483225,0.3432034043716142,0.4533897374352544,0.5302756377087349,0.3690890937738678,0.0,0.5192092066656907,0.5688929504636874,0.0,0.5634770431997773,0.5749633011755946,0.5634770431997773,0.000125193318275597,0.5688929504636874,0.5688927238464311,0.5749633011755946,0.0,0.5721285141777281,0.5688924058885458,0.5688784294251767,0.1258921514619484,0.5634770431997773,0.0,0.5688924058885458,0.5688924058885458,0.5740556272212888,0.5688924058885458
UWaveGestureLibraryY,0.6908118817778206,0.5820006389718233,0.31431694992866066,0.3781200341217189,0.44501721102497016,0.33565102255612345,0.0,0.4325233618028038,0.4687790343118647,0.0,0.4725280149286235,0.4755887379411282,0.4725280149286235,0.00016628406034397455,0.4687790343118647,0.4687790011687779,0.4755887379411282,0.0,0.4693191812504898,0.4687790343118647,0.46861845517931,0.13132833657905327,0.4725280149286235,0.0,0.4687790343118647,0.4687790343118647,0.4724896551189004,0.4687790343118647
UWaveGestureLibraryZ,0.6845063415486823,0.5722244930538262,0.28872156196990656,0.39931822332976935,0.4873746455873938,0.3108720527559771,0.0,0.4911187667038274,0.5038945450872784,0.0,0.5054838586180094,0.4997625541171424,0.5054838586180094,3.206148647741927e-07,0.5038945450872784,0.503894263518289,0.4997625541171424,0.0,0.5068938376992375,0.5038945450872784,0.5073286868346281,0.12262144008317527,0.5054838586180094,0.0,0.5038945450872784,0.5038945450872784,0.4816751688181593,0.5038945450872784
Wafer,0.9701553234982232,0.9906663792577032,0.4637937046454297,0.5421390837119279,0.15442014339528726,0.4744916894183985,0.27849503518844104,0.31621674223879304,0.193772017644088,0.4610172964061829,0.5528476345357801,0.9068070155815546,0.5955357233180837,0.5026927605773078,0.1917098244513965,0.3561471343532684,0.959681919381268,0.0,0.3754720208943971,0.34156022011454223,0.9634741234481126,0.32195422919993233,0.4691365566474399,0.0,0.33776889863030873,0.3561471343532684,0.1822734167136716,0.3561471343532684
WordSynonyms,0.5727481174773283,0.34470322713023555,0.2010800184094576,0.20075939220550093,0.32588612737818073,0.21823037812618956,0.0,0.32249227990496376,0.4129453115890138,0.0,0.4209741047706702,0.4165443121084479,0.4209741047706702,-0.00021266562382970083,0.4129453115890138,0.4108100952106825,0.4126179733175697,0.0,0.4165620545570506,0.4077406633856359,0.4101215923742725,0.0,0.4209741047706702,0.0,0.4077406633856359,0.4077406633856359,0.17570561014495384,0.4077406633856359
Yoga,0.7960414104243628,0.4072516337465333,0.05939338822546416,0.04232616433090152,0.1897565276432196,0.08152136487702476,0.0,0.15073164440512055,0.12857714153494235,0.0,0.10096549860271377,0.09296751695877853,0.10096549860271377,-0.0006746660509138008,0.12857714153494235,0.11865221708125118,0.07536677412162225,0.0,0.13370833609610927,0.12577756836270407,0.2084487720930976,0.04334318234156806,0.10096549860271377,0.0,0.12577756836270407,0.12577756836270407,0.04908901526657658,0.12577756836270407
mean,0.747238584029023,0.5151908441341039,0.34752096946909194,0.36854987679920176,0.41841818007956433,0.37100574435220546,0.010167400704485529,0.4317645841633165,0.4880324915278691,0.013838507278039968,0.4178238582388521,0.4667330840293462,0.41915320971412107,0.0588226708821388,0.48853444093530235,0.41648541384383314,0.46196027942236806,0.00014168916930743853,0.4239726153157134,0.4747351171257829,0.4649161351767136,0.08898614172544227,0.415827236118644,0.00014168916930743853,0.41729030918918697,0.47511898328995994,0.394320568860838,0.47511898328995994
